"id","profileName","text","date","title","rating","images","helpful"
"R2NO9UKGG42MRZ","RUSHIKESH PIMPALKAR","
  Good
","Reviewed in India on 31 March 2019","Good",5,"","0"
"R2BBTVQK3KRU0C","Arun","
  This is the worst book from Robin Sharma! Complete crap!
","Reviewed in India on 27 January 2019","Useless Book!",1,"","1"
"R1FKMONUJXVP9I","durairaja","
  It's one among.Not to the expected level from this Author.
","Reviewed in India on 18 December 2019","Average",2,"","0"
"R3HOW9Y18IVVBF","Rakesh S","
  Loved this book. Best book for a great start. This is one of my finest reads.Thanks a lot Robin sharma for this wonderful book
","Reviewed in India on 5 January 2019","Just loved it.",5,"","0"
"R33LJ2P8KUHGHP","IntelligentMonkey","
  Read only if you wish to transform your life.... Because this book has the potential to change it for better.Beautifully written.
","Reviewed in India on 21 November 2019","Loved it",5,"","0"
"R2H9OHHQLJEINJ","Ac","
  Ok
","Reviewed in India on 30 May 2019","Ok",4,"","0"
"R3UNEIJ615DXXD","YOGESH KUMAR","
  I've learned a lot from this book and my productivity has also improved drastically after reading book. May God bless you Robin sir.
","Reviewed in India on 14 December 2020","Amazing book. Before reading this book I thought this book will tell us how to rise early in the morning but it is about much more insight which will transform our life. I strongly recommend this book.",5,"","0"
"R2XV54TTTUOBV","Rajesh","
  Must read book for all..Especially those who takes excuses saying there is no time.And to give time for self improvement
","Reviewed in India on 9 January 2021","Importance & Benefits of waking up by 5 AM",5,"https://images-na.ssl-images-amazon.com/images/I/81AD-gQ7R+L.jpg
https://images-na.ssl-images-amazon.com/images/I/81Utpcmr0YL.jpg","0"
"R3SZ95S9FHXZFP","Vineet gupta","
  inspirational book to achieve something in life
","Reviewed in India on 22 August 2019","Take for inspiration",5,"","0"
"R27ULOZIG4WFB6","Hakuna","
  The most amazing , life changing book I have ever read .. thank you Robin Sharma for doing this service to the human kind.. lot of insights to be followed . Hoping many ppl follow his insights in their life
","Reviewed in India on 16 January 2019","Best book by the best author",5,"https://images-na.ssl-images-amazon.com/images/I/81TraGpG02L.jpg","0"
"R2EURRI2WNWVYH","naidu","
  Bought this book thinking it will be like his other books. But its too much boring and it goes somewhere and completly lost
","Reviewed in India on 26 May 2019","Highly disappointed",2,"","0"
"RHJJKQQ41LBLE","San","
  Ordinary book nothing special.  If you have a rotuine thats enough
","Reviewed in India on 14 July 2019","Its borning",1,"","0"
"RF0K4Q6624FPW","ANUPAM SRIVASTAVA","
  Good
","Reviewed in India on 21 May 2019","Good",4,"","0"
"R2Q6PTO8E86MV3","Amazon Customer","
  simple but powerful tactics are present in this book.how a habit can be installed and how to reach automaticity can be reached are explained
","Reviewed in India on 20 January 2019","great book",5,"","0"
"R94QFGKQU7KJ2","Sunny Qaim","
  The simple formula for success is to wake up early is broadly explained and its worth to follow. It will make you think to follow routine.
","Reviewed in India on 27 December 2019","Compel you to rise at 5am",4,"","0"
"RWB33GZQ39MPU","Nallventhan","
  This book, I might say is bit exaggerated, chewing the same stuffs again and again.But despite of that all, THIS BOOK IS AN EYE OPENER
","Reviewed in India on 16 December 2019","A Good Read",5,"","0"
"R1X5A0FP1N2JLM","Satish Kumar Bommisetty","
  Good delivery and super awesome book.
","Reviewed in India on 12 March 2019","Just wow.. Must read",5,"","0"
"R2OVLK1M36M5SN","Sonia shanti soren","
  Book cover is wow. All over all things are amazing.
","Reviewed in India on 5 November 2020","Amazing experience",5,"https://images-na.ssl-images-amazon.com/images/I/A1Z4oDH4V0L.jpg","0"
"R2N0I5U1ON5JSB","Chetan Patel","
  Must read. Just one word.Join with 5AC and Elevate your morning.
","Reviewed in India on 29 October 2019","Elevate your morning",5,"","0"
"R25W16P6LPA6IG","Diana F.","
  Loved loved loved every bit of this beautiful book! ❤️
","Reviewed in India on 27 December 2018","A must read",5,"","1"
"R2JFT1ULRN7QIG","Amazon Customer","
  The book is very helpful. The methods explained here are very practical and can easily implemented. It's worth reading to beat competition.
","Reviewed in India on 16 January 2019","Very good book",5,"","0"
"R3BE1SA6H6BGS","Swagata Rhea Kousik","
  Best and inspiring book love the journey for the betterment of one's life
","Reviewed in India on 5 July 2019","Motivational book..",5,"","0"
"RP1TLCOUX2ACH","Amazon Customer","
  Delivery on timeBeautiful presentationHelps for all round development
","Reviewed in India on 10 July 2019","Great Book by Robin Sharma",5,"","0"
"R1RKQEVFGU9NIV","shyam rai","
  Guide for powerful daily life
","Reviewed in India on 10 March 2019","Books",5,"","0"
"R37MMKGC6L12DN","Ak","
  A good read . If you really follow all the methods given u will succeed in your life. Although the book is lengthy but it's a good read .
","Reviewed in India on 11 October 2020","A good read 😊",4,"https://images-na.ssl-images-amazon.com/images/I/61AreW1neYL.jpg","0"
"R1M4MJHIYXMSL","amitkumar agarwal","
  Not upto the robin sharma mark.  Not like the book the monk who sold his ferrari.
","Reviewed in India on 1 February 2019","Ok type",2,"","0"
"R3HPKQQ0Z2SZWJ","sanjay","
  Ok
","Reviewed in India on 18 November 2020","👌 ok",5,"","0"
"R1V9DIXDC9DM81","Asifbhai Vora","
  Nice book
","Reviewed in India on 4 November 2019","Good",4,"","0"
"R17R9T4NXPDP5V","Namita Gupta","
  Heavy reading
","Reviewed in India on 28 July 2019","Language is more.... But content good, needs to be simplified for a better flow",4,"","0"
"R1TI586HQW1B6L","YoDee","
  This book has been inspiring and helpful to modify my own productivity levels for good.
","Reviewed in India on 3 April 2020","gives a nudge, jolt and motivaion",5,"","0"
"R2H9QA1OBGE3SA","Reader 📕","
  Best book I ever read
","Reviewed in India on 3 March 2019","Mist read",4,"","0"
"R1GS4Q45GXI015","Julu","
  Read and come be a member of the 5am club.
","Reviewed in India on 8 July 2019","Inspiring",5,"","0"
"R2GNDAAKRVJ41Y","Gursharan","
  I like it.....Amazing book
","Reviewed in India on 3 November 2019","Too good",5,"","0"
"R229WBAUQ4HNVV","Bhoomika Katbamna","
  The product arrived fast and the size , colour and quality was same as described. Happy to buy it. Recommend.
","Reviewed in India on 8 May 2019","Very happy",5,"","0"
"R38GX0AIQQG67X","Sunita","
  Very light in weight I love this book. The pages are also very smooth
","Reviewed in India on 25 July 2019","Very good quality",5,"","0"
"R1GFXIUABPR5C3","Herin","
  I am about finish the book , it is amazing book to understand the science behind achievement , thank you Robin Sharma ,
","Reviewed in India on 9 October 2019","Must read this book",5,"","0"
"R2PTO1LYL00VK3","Amazon Customer","
  Not studied
","Reviewed in India on 14 July 2019","Not studued",3,"","0"
"R3JC7T1OA3QDDO","Amazon Customer","
  Amazing read. Highly recommend reading and following
","Reviewed in India on 4 March 2019","Good read",5,"","0"
"RULAZ9SSHQY32","Raj Rai","
  Spellbinding!Loved the insights given by Robin Sharma .
","Reviewed in India on 6 August 2019","I am a member of the 5 AM CLUB!",5,"https://images-na.ssl-images-amazon.com/images/I/7165xmheRyL.jpg
https://images-na.ssl-images-amazon.com/images/I/71ReY-6keNL.jpg","0"
"RDJZKTJ4BIXU1","Amazon Customer","
  Please don't waste time and money buying the book. Read up a 10 mins summary instead online.
","Reviewed in India on 25 April 2021","Boring",1,"","0"
"R2YUEETSWX91ZH","Amazon Customer","
  Good book
","Reviewed in India on 9 October 2019","Go for it!",5,"","0"
"R2AKOF4TD3OVHW","Akshay","
  Wish for AudioBook
","Reviewed in India on 14 July 2020","Wish for AudioBook",5,"","0"
"R2AEEETA3287VJ","Piyush","
  Too long and boring. Lacks content
","Reviewed in India on 28 April 2019","Not worth the time",1,"","0"
"R3D5Q9PM5CC7OY","Rohan ","
  It talks about habit which needs to be implemented in your life where you can be more productive and can stop procrastinating things.
","Reviewed in India on 8 September 2019","👍👍",5,"","0"
"R2UV0GIT9OY118","Dpz","
  lacking clarity
","Reviewed in India on 15 August 2020","Not worth the price and time",2,"","0"
"R3BJ6ZECHM0HWX","Sahil","
  I gave this 3 stars not because of the content but because of the printing quality, guys check it once you receive the book.
","Reviewed in India on 24 January 2021","Paper quality is too bad",3,"https://images-na.ssl-images-amazon.com/images/I/B1Y+1Qh-wBS.jpg","0"
"R1670ZKDWXH4MP","Manish R. Doshi, CFA","
  Well written book. Glad read it during the lockdown. Was able to put it to test right away.
","Reviewed in India on 26 May 2020","A Lifechanger",5,"","0"
"R2R4P77GTQCCI4","Customer","
  Robin sharma compile all the best things of successful life. Read and follow, will surely change your life.
","Reviewed in India on 1 September 2020","Best Book",5,"","0"
"R3PKOWPWQUMUAM","Anmol Rai","
  This book is beautifully written.. the story involved teaches us the benefits of waking up early.. it is a combination of the best teachings by robin sharma
","Reviewed in India on 4 April 2019","Beautifully written",5,"","0"
"R2RJPD9MS18NTP","amar shinde","
  First copy book received in the price of original. Pathetic book quality.Need my money back on priority.
","Reviewed in India on 18 September 2019","First copy book received",1,"https://images-na.ssl-images-amazon.com/images/I/71c9IH18aZL.jpg","0"
"R10TS1JNTQR9O1","Manisha Rout","
  Life changing . Love it .
","Reviewed in India on 29 June 2019","This is what you need if you feel lost !",5,"","0"
"RF2G0ROTFOZV2","VIKAS PAREKH","
  Nice Book
","Reviewed in India on 19 October 2019","Nice Book",5,"","1"
"R3GB34TKQ6MYSR","Kindle Customer","
  The most life changing book I have ever come across...! Thank you @Robin Sharma for sharing your insights through a beautiful story.
","Reviewed in India on 12 February 2019","Inspiring, motivating, breathtakingly beautiful book.",5,"","0"
"R3KVRMZSN3FOA4","Amazon Customer","
  Good book. It starts with explanation about different characters and slowly goes about the main theme 5AC.
","Reviewed in India on 16 January 2020","Good book",4,"","0"
"R16TC75ND6CAV","ASHU SINGH","
  The most awaited book from RobinSharma is here
","Reviewed in India on 24 December 2018","One of it's kind.",5,"","1"
"R1VP0ZNJFWJTPO","Divya Bassi","
  A guide to rise before the sun and make your life beautiful in a very scientific and human way. Highly recommended
","Reviewed in India on 18 February 2020","A must read and follow book",5,"","0"
"R3DV9VXN6Q6R8W","Penang D.","
  Well, the book is amazing, however I have a problem with the seller. The cover of the book was folded. With a big crease on centre.
","Reviewed in India on 8 March 2019","Problem with the seller",5,"","0"
"R116N7DA2XFUQV","Midhunkumar K","
  Pathetic packing. Had a lot of punch marks in the front cover page itself. Paper quality is below than first copy i think.
","Reviewed in India on 21 December 2020","Bad quality",1,"https://images-na.ssl-images-amazon.com/images/I/911j12AikYL.jpg
https://images-na.ssl-images-amazon.com/images/I/91aj9d-O4eL.jpg
https://images-na.ssl-images-amazon.com/images/I/91epvx6OogL.jpg","0"
"R31M3BHQPTQF6Z","FRANCISCA NISHA GOMES BUKKAM","
  This book has given us a great way to manage our morning time.
","Reviewed in India on 20 March 2019","Great motivational book",4,"","0"
"R1AJ712U4MQFTY","Siggi","
  And now I am a 5 am club member. This has changed my life, made me resilient and is absolutely satisfying.
","Reviewed in India on 9 August 2020","Life-changing",5,"","0"
"RP05LT3XD9UNW","narayana narendra bhupal matta","
  Good.
","Reviewed in India on 4 June 2019","Who wish to change your life it's worth to have it.",4,"","0"
"RPCVV9SI9TQVN","Dr Ashwin Gowda","
  excellent
","Reviewed in India on 15 January 2019","nice going",5,"","0"
"RLV64WOVQR1S2","Prathmesh D Dhekane","
  Gr8 book
","Reviewed in India on 18 September 2020","Must buy",4,"","0"
"R3DQPYFVN8KTY1","Ashwini Kumar Krishnaswamy","
  It's a must book for every home
","Reviewed in India on 11 February 2019","Super book",5,"","0"
"RFXV2OS752SPY","ishani","
  This is one of the best self-help books that I've ever read. Absolutely loved the passion with which it's written and I actually have started rising at 5 am since I've read this book.
","Reviewed in India on 16 January 2019","Amazing book!",5,"","0"
"R1K5YAX19XDOCA","Soorya Hegde","
  Very informative and helpful.
","Reviewed in India on 23 May 2019","Good book",4,"","0"
"RL4P3Z3CUQWBO","Gaurav J Narang","
  Very inspirational quotes. Must read
","Reviewed in India on 8 November 2019","Must read. It will light you up",5,"","0"
"R1FQ3SG1P5BVXP","Mohammad Abdul Shafi","
  Very good
","Reviewed in India on 18 February 2019","Good",5,"","0"
"R32ZIWE38BQN85","Amazon Customer","
  A little long. But got substance. Worth practicing.
","Reviewed in India on 9 March 2019","Worth practicing",5,"","0"
"R1HT20OQ1Z84AI","Amazon Customer","
  Worth reading book in the self-help category.
","Reviewed in India on 20 July 2019","A must read book",4,"","0"
"R13EW2YUF7WP3A","Kabita biswas","
  The quality of the paperback is awesome.The content definitely needs no words to say how amazing the Author is.
","Reviewed in India on 22 March 2021","Amazingly satisfying",5,"","0"
"R3URHNANTW4GHU","suresh bishnoi","
  It's so helpful. One must read it once in his/her life and ""own you morning and evaluate your life"".
","Reviewed in India on 23 October 2020","A worth buying",5,"https://images-na.ssl-images-amazon.com/images/I/61hJsNSgxtL.jpg
https://images-na.ssl-images-amazon.com/images/I/711glMWt7UL.jpg
https://images-na.ssl-images-amazon.com/images/I/71gXK-zp8QL.jpg","0"
"R2ESUEVUH4VVMG","Prem","
  Excellent book for elevating humanity.
","Reviewed in India on 27 July 2020","Good read",5,"","0"
"R38V5OQ2LGZZMG","Trusted reviewer","
  Very hard to read his way of storytelling. could not read even 5 pages.
","Reviewed in India on 1 February 2019","Actually no stars",1,"","0"
"R1HWWUM44CQ65G","bhavik doshi","
  Owning my morning and using 20/20/20. Absolute must read
","Reviewed in India on 18 January 2019","Must read",5,"https://images-na.ssl-images-amazon.com/images/I/61Dj2MgTmOL.jpg","0"
"R3IBY8VWMWA3GA","Madhuri","
  Awsome book. Its must read book.  This book changed my lifestyle totally and the way to look at the life..  very happy with content
","Reviewed in India on 25 July 2020","awsome book",5,"","0"
"R2LH4CDN38ZLXE","Bhutada Deepak","
  Best....Best.....Best...Inspiring....Life changing
","Reviewed in India on 27 January 2019","Best...always.....",5,"","0"
"R2A0WEVHU2LFH7","Hardik Soni","
  Not matching with other books of Robin
","Reviewed in India on 18 August 2019","Average",3,"","0"
"RZ6U62QITIMQP","astrodist","
  Robin has weaved all of his teachings (brain tattoos) over the years into a single storyline.Makes me want to find such an amazing mentor for myself...
","Reviewed in India on 20 March 2020","Liked it!",4,"","0"
"R3VNABP08IYU4I","Simi Singi","
  Thankyou for letting us know the importance of time management. I have started feeling the magic. Thankyou so much Mr.Sharma
","Reviewed in India on 26 July 2020","Amazing",5,"","0"
"R2JUE03UTIJ1GV","praveen Fedrick","
  Paper quality is worst from jaico
","Reviewed in India on 1 November 2019","Paper quality is not good",3,"","0"
"R2D2H1SH91SN3G","Rupesh","
  The message given is great but the vocabulary is quite tough... Need to refer dictionary to understand few words...
","Reviewed in India on 23 August 2019","Feedback!",4,"","0"
"R3FNBMEASV8HGN","Nayak bhavesh","
  Personal devlopment by improving daily habits & Ritual action towards the goal enhancement
","Reviewed in India on 31 July 2019","Personal devlopment",5,"","0"
"R1KP9BYDO11W3G","Amazon Customer","
  Publicity gimmick, useless!!!!
","Reviewed in India on 11 June 2019","Thirdclass lecture!!!",1,"","0"
"R2MRNXD4CYKDNK","Lata H","
  Very nice, useful and inspiring book
","Reviewed in India on 17 March 2019","Very nice",5,"","0"
"R2WRI7QTNTWUFF","ABHI","
  Good self improvement book
","Reviewed in India on 29 July 2019","BUY AND READ IT !",5,"","0"
"R2QVLRT4EGKDI8","Amazon Customer","
  This book is filled with fuel to boost you enough to reach your life's mastery. Great book by great author
","Reviewed in India on 17 May 2019","Great book",5,"","0"
"R1BAHQ5BFXCGC2","Satwant","
  Best book
","Reviewed in India on 13 September 2020","Great book by robin sharma",5,"https://images-na.ssl-images-amazon.com/images/I/71w-sVFoN3L.jpg","0"
"R1S891NYZD7P3N","SANJOY KARMAKAR","
  Useful
","Reviewed in India on 13 January 2019","Very useful",4,"","0"
"R1IG09R3J3JIJC","prince kumar","
  Please don't buy as too many pages are missing.
","Reviewed in India on 21 January 2021","PLEASE DON'T BUY.",1,"","0"
"R3DJA71QRIFXM3","Amitava Ghosh","
  It is a pleasant reading material giving plenty of insight for how to go forward.
","Reviewed in India on 19 January 2020","A good read.",5,"","0"
"R2FSQ10UKS3GRJ","Amarish Chaudhari","
  Superb self help book
","Reviewed in India on 8 July 2019","Life Changing Book",5,"","0"
"R1TUEP10NL48D6","Janhavi Jadhav","
  Have heard a lot of this one.Very excited to read it.Also the quality is unexpectedly so good!!Loved it.
","Reviewed in India on 2 August 2020","Really good quality",5,"https://images-na.ssl-images-amazon.com/images/I/71IwR61knML.jpg
https://images-na.ssl-images-amazon.com/images/I/71t7OwU1pKL.jpg
https://images-na.ssl-images-amazon.com/images/I/71zv3rVtXcL.jpg","0"
"R2GDYWC0NQ9TL5","Amazon Customer","
  Great read. Excellent product
","Reviewed in India on 17 June 2019","Not really, motivating until you go in for since real action",1,"","0"
"R2HGBEEZGG05HU","Anand","
  Not helpful
","Reviewed in India on 5 October 2019","Okkk",1,"","0"
"R1EH5IAK48U1V5","Nidhi Sharma","
  Amazing book....everyone of every age must read this....such an inspiration for early rising and uplifting your life...!!
","Reviewed in India on 16 January 2019","Boost for self development",5,"","0"
"R3SXCP4WRDXU7W","Yasmin Siddiqui","
  This book is like story telling , for which I loose interest going forward
","Reviewed in India on 6 August 2019","Dramatic",2,"","0"
"R1IRCH802U1AWB","Saurabh Sunny","
  Another nice work.....
","Reviewed in India on 12 August 2019","Must read....",5,"","0"
"R2PUA21TT82HI3","Amazon Customer","
  Best book you will find..It can change a person life through its writing.Such an inspirational book.
","Reviewed in India on 19 October 2019","Best book",5,"","0"
"R1AT5H2T80AACX","Aniruddha Railkar","
  Kindle version: The visibility of the figures / Diagrams in the Kindle version is poor.
","Reviewed in India on 21 February 2019","Great Book",5,"","0"
"R2HLZKXXHMTS2Z","Amazon Customer","
  Good one..
","Reviewed in India on 6 March 2019","Excellent book",4,"","0"
"R2GS04U3AMDDK3","Amazon Customer","
  Didn’t expect such a boring book from Robin Sharma.
","Reviewed in India on 9 November 2019","Didn’t like it",1,"","0"
"RS058Q0EL3COE","Vidisha Gupta","
  Subject matter and content completely mismatch.Wastage of time. Don't buy. Not eligible even for single ⭐
","Reviewed in India on 6 September 2020","Very poor content",1,"","0"
"R334XZSBPW40SK","Sagar Mahesuni ","
  Must read everyone, it gives you enormous potential in daily life and encourages you think in a positive way...
","Reviewed in India on 25 January 2019","I personally Wish, 2019 book of the year,",5,"","0"
"RF4PLFPSAY0EG","K Krishna","
  We have to practice
","Reviewed in India on 23 August 2019","Practical experience in the book",4,"","0"
"R21P7Q6WR2JSLH","Abhishek karikatti","
  Great motivator to get your day kick started highly recommended
","Reviewed in India on 25 June 2019","Amazing book",5,"","0"
"R2P8DX0DK1MZF5","Amazon Customer","
  One of the best book by robin Sharma. Just go for it. It will really change your perspective. It's game changer.
","Reviewed in India on 8 January 2019","Buy it!!",5,"","0"
"R2TJG8R7BFEKGD","megha","
  Content is good but I didnt enjoy the way it was written.
","Reviewed in India on 7 February 2020","Good content",3,"","0"
"R1BAE3YOAS7UWW","Harshita Sarote","
  Worked for me 👍🌈
","Reviewed in India on 3 September 2019","Buy only if you want to be in discipline dedicately.",4,"","0"
"R22NDNUK691HLJ","Amarjeet Kumar Singh","
  Marvelously amazing
","Reviewed in India on 8 September 2019","Amazing",5,"","0"
"RNM37UV09V4TK","Sunil K Gupta","
  Fantastic! Everyone should have a copy and follow this simple approach.
","Reviewed in India on 9 November 2019","Everyone should read and follow.",5,"","0"
"RTO0VVG3UOIUV","Karuna","
  Liked it..
","Reviewed in India on 7 October 2019","Nice book",4,"","0"
"R33KJ9ND8QEOD6","Kindle Customer","
  Helped me to rise early and change the morning routine. The book gives many useful tips to improve ourselves. Thank you so much Robin
","Reviewed in India on 20 May 2020","Awesome book",5,"","0"
"R1O7VJHN91DMKW","Mugdha","
  Want to be successful or live a happy life?!! Then you should definitely get this one. Wonderful in every way!
","Reviewed in India on 3 June 2019","Awesome read",5,"","0"
"R2YIRH8T99V3LV","Amazon Customer","
  Many important pages in the book are not printed. They are just blank.
","Reviewed in India on 3 November 2020","Many blank pages in the book",1,"","0"
"RGR6GGU95INFH","Ashish Raut","
  Worth reading . It can turnout to be a book which might change your life
","Reviewed in India on 13 March 2019","Worth reading",4,"","0"
"RZS3E66TZNYF7","Sarthak Das","
  Must read if you want some change in your life. It's worth it. Trying to implement what's written, it will take time. But sure to happen.
","Reviewed in India on 18 May 2020","Great book",5,"","0"
"RG3QS52TDF8AR","R Balaji","
  Book for a lifetime
","Reviewed in India on 22 December 2018","Awesome",5,"","1"
"R3J8LUSDHONQRQ","INDRANI ROY","
  Though I found the storyline a little too fictional and exaggerated, the pointers to improve on the routine are worth.
","Reviewed in India on 3 February 2021","Facts wrapped with a simple storyline",3,"","0"
"R3K691EAOMW4M9","Manoj Kalra","
  The book is a great insight on how to manage one self . The tools and framework shared is amazing. Thank you Robin !!!
","Reviewed in India on 16 January 2019","An amazing book !!!",5,"","0"
"R3LQ2929E4WQGO","Rupali","
  The book is good but came with bird poop on the back cover. Really disgusted.
","Reviewed in India on 11 February 2021","Book’s excellent. The seller, not.",2,"https://images-na.ssl-images-amazon.com/images/I/91YnQx2Q3kL.jpg","0"
"R3FHC6WDXM7FBH","Dr Ashutosh Taral","
  Best
","Reviewed in India on 19 July 2019","Best",5,"","0"
"R1BF00CCQFGAH0","Padmanabh B","
  Best Book I Ever Read. Over the world all people should be read. Apply these principles. You are going to be successful.
","Reviewed in India on 24 March 2019","The 20:20:20  is Awesome",5,"https://images-na.ssl-images-amazon.com/images/I/71aUxC08YKL.jpg","1"
"R2U4SQDOSZ7PDM","Shree","
  Didnt make an interesting read......too predictable,Didnt finish reading the book ultimately....
","Reviewed in India on 23 August 2019","Too predictable....",2,"","0"
"R2OJJ0NZLMAMTQ","vibhavari vidwans","
  Absolutely a brilliant book to read for motivation.
","Reviewed in India on 1 July 2019","Brilliant book",5,"","0"
"R3FCL2C3KMZW3T","Kindle Customer","
  Changed my lifeBest author everHelped me to live a healthy and good lifeCant thank this book enough
","Reviewed in India on 8 December 2020","Best book",5,"","0"
"R3SB713DA3TK55","shailendra singh","
  Very motivational, after reading the book, I am motivated and looking forward for a overall transformation of my LIFE
","Reviewed in India on 30 January 2019","Get Motivated, Get Inspired",5,"","0"
"RU2OBDFHAOZFB","Ram","
  Good but bad packing
","Reviewed in India on 12 October 2020","Good but bad packing",4,"","0"
"RF64PGIJ2FRRP","Maulin Shah","
  Something you must have. Issues in printing. But book is amazing
","Reviewed in India on 27 October 2019","Must have one!!!",5,"","0"
"R1BU1T3586C40K","Rajini","
  Boring ! Writing needs to capture the readers attention ! Made it only to few pages
","Reviewed in India on 22 March 2019","Not interesting for me",1,"","0"
"R3CL44UJK04ZOG","muchi","
  Must read book if you are new to 5am and morning rituals. Robins story telling is great as always .
","Reviewed in India on 24 May 2019","Great book",5,"","0"
"R1H4BYWDXERSJL","Sidhi Aggarwal ","
  It will help you transform, become a better self. Completely in love with this book. Thankyou Robin Sharma for this.
","Reviewed in India on 25 September 2020","Excellent",5,"https://images-na.ssl-images-amazon.com/images/I/61BMcfaHQ1L.jpg","0"
"R17ILQWF2XT5XU","SD","
  Useless book. Much below the expectations
","Reviewed in India on 18 August 2019","Useless book",1,"","0"
"R16QSENC38QWGC","Tejas","
  Amazing book and amazing service by Amazon
","Reviewed in India on 10 February 2019","Must Read",5,"","0"
"R9GUWPK0HM6TJ","Rabishankar Likmabam","
  👍👍👍
","Reviewed in India on 29 April 2020","Good book",5,"","0"
"R2XSWL5QST7Y0D","rishab","
  But not find myself so much engaged in this book.
","Reviewed in India on 21 September 2019","Great book.",3,"","0"
"RW3Q8UZ69UYUJ","Nandkumar patil ","
  Must have book.Will take some patience to complete but at the end you will know it completes your first task.
","Reviewed in India on 5 April 2019","Motivation whenever needed",5,"","0"
"R3DLYIUDJJAAB7","shaikh aamir","
  Good book easy to understand.
","Reviewed in India on 4 February 2019","Nice",5,"","0"
"R8TDAXHXRM761","Joncy J.","
  Just get up at 5 am with an alarm rather than buying this book. Better to buy a cheap alarm clock.
","Reviewed in India on 29 February 2020","Nothing spectacular",1,"","0"
"R1HFJGTC8CFK6E","sanjay ","
  I have all books of Robin sharma published till date.This was also a beautiful, thought provoking and serene  read.
","Reviewed in India on 6 February 2019","Love you Robin",5,"","0"
"R3EE3PJG1VEH18","Krishna Paul (Hara)","
  amazingb books its very helpful for everyone not only bzns man ita also for Student to achive higher Productivity
","Reviewed in India on 18 February 2019","Students focus power productivity",5,"https://images-na.ssl-images-amazon.com/images/I/71bIZVmUgXL.jpg","0"
"RPZ2U7X6XQN6W","Amazon Customer","
  Have read all Robin Sharma books...this is the best..plz go for it and apply it..it will truly transform u
","Reviewed in India on 16 January 2019","The best book ever",5,"","0"
"R2EI00DHWAIRAU","ESWARLAL RAJPUROHIT","
  Mind blowing book as it renovate us and brings inner positive out.
","Reviewed in India on 4 October 2019","Outstanding",5,"","0"
"R2APSY2YUYLAOQ","Mystic Fall","
  This ROBIN SHARMA guy, he's not a guy; he's an idea.
","Reviewed in India on 14 June 2019","Wanna be great, change your habit",5,"","0"
"R2Q7NIYOJKJ4QE","Rishabh Tiwari","
  Find your habits valuable for yourself.
","Reviewed in India on 17 January 2020","Surely a Helpful book .",5,"","0"
"R23P3R1B0Q4DDE","Deepak","
  Awesome book by robin sharma...this book has change my daily routines...very inspirational...must read...
","Reviewed in India on 25 September 2019","5 star",5,"","0"
"R2JU5SYQ5STDDC","Sandhya Mallick","
  Awesome experience!!!I am grateful to author for writing such a wonderful book!!!
","Reviewed in India on 28 June 2020","Awesome!!!",5,"","0"
"R1ZSQR7WXP6ZOZ","Sukanta","
  The book is ok, but the paper quality may be improved.
","Reviewed in India on 15 April 2019","Good",5,"","0"
"R1E004F8WBH12C","Jyoti Mayekar","
   Three pages are torn..only upper half of page is available.
","Reviewed in India on 28 July 2020","Pages are torn",1,"","0"
"RW5DTOADLAK6E","Amazon Customer","
  Very useful for self development
","Reviewed in India on 23 August 2019","Good",5,"","0"
"R3ACTWFHBWAYKU","Dipal Patel","
  Best book ever
","Reviewed in India on 12 February 2019","Best book",5,"","1"
"R1J73MILVU9RFI","Saurav Ray","
  Must read for all either early riser or late riser.
","Reviewed in India on 4 February 2019","Must Read",5,"https://images-na.ssl-images-amazon.com/images/I/71cthKftR-L.jpg","1"
"R3UUJ99N5K7RR0","Nandini","
  No bookmark again..... I'm returning this book and will make sure not to purchase anymore book.
","Reviewed in India on 5 October 2020","No bookmark!",4,"","0"
"RBW3CQGHNBWC6","Umamahes","
  Nice
","Reviewed in India on 18 June 2019","Umamahes",4,"","0"
"R2Z6TF06HAKQYR","sam","
  Bought this book after reading kindle preview. Like holding this book, light weight & love the content.
","Reviewed in India on 5 February 2021","Must buy paperback",5,"https://images-na.ssl-images-amazon.com/images/I/91be1j6-6DL.jpg","0"
"R3LK7X8WQRZWYA","shubham more","
  Dont give attention to negative reviews here...Go and order that amazing bookU will never regret...
","Reviewed in India on 21 January 2019","Definitely buy",5,"","0"
"R310I7IUBQ1G0U","KANNAN","
  Great book. Fantastic writing. And a must read book.
","Reviewed in India on 17 April 2019","Must read book.",5,"","0"
"R198RWC7204BAP","APURV NERE","
  As always Robin Sharma’s literature is a class apart....
","Reviewed in India on 10 March 2019","Excellent Book",5,"","0"
"R186B8L7MVTIPP","Vikash gupta","
  Awesome book chang your life transformation thoughts making maind  set
","Reviewed in India on 16 June 2019","Must read this book",5,"","0"
"RSTCM826G97TO","Bk Debabrata samanta","
  It inspires me to be 5 am club member. Thanks to Author.
","Reviewed in India on 30 December 2019","If anyone follow this Book, definitely he get the result",5,"","0"
"R2WJ2HIONVVS6X","Manoj Kumar Singh","
  Useful book.
","Reviewed in India on 13 May 2019","Morning risers.",3,"","0"
"R1XEDQ0728QF3W","GOWTHAM","
  Such a fabulous book and surely it will change your habits! Good delivery from Amazon
","Reviewed in India on 3 July 2019","Excellent book! Must read",5,"","0"
